"id";"group1";"group2";"DNCI";"CI.DNCI";"S.DNCI"
"Changhsingian";"N-Tethys";"S-Tethys";-0,319444432967557;5,39062553170017;2,69531276585008
"Griesbachian";"N-Panthalassa";"Tethys";-3,93592315830576;2,43876983552047;1,21938491776023
"Dienerian";"N-Panthalassa";"Tethys";1,6893815549221;3,13585560835492;1,56792780417746
"Smithian";"N-Panthalassa";"South";0,719232436029032;1,31096789374609;0,655483946873045
"Spathian";"Equator";"N-Panthalassa";-1,77666144971445;0,45555220173449;0,227776100867245
