"Edge";"Region 1";"Region 2";"Dice index";"Bootstrap support"
"1";"Spi";"Arc";0,0588235259056091;1
"2";"Spi";"Gre";0;1
"3";"Gre";"Arc";0,0588235259056091;1
"4";"Spi";"Him";0,294117629528046;0,957
"5";"Gre";"Him";0,294117629528046;0,957
"6";"Him";"Chin";0,333333313465118;0,932
"7";"Spi";"Sib";0,333333313465118;0,902
"8";"Gre";"Sib";0,333333313465118;0,902
"9";"Him";"Oman";0,333333313465118;0,901
"10";"Pri";"Arc";0,333333313465118;0,89
"11";"Chin";"SalR";0,555555582046509;0,655
