"Edge";"Region 1";"Region 2";"Dice index";"Bootstrap support"
"1";"SalR";"Him";0,0322580933570862;1
"2";"Sib";"Arc";0,454545438289642;0,977
"3";"Pri";"Chin";0,263157904148102;0,962
"4";"SalR";"Chin";0,279999971389771;0,94
"5";"Nev";"Bri";0,333333313465118;0,878
"6";"SalR";"Arc";0,39130437374115;0,864
"7";"Bri";"Arc";0,375;0,773
"8";"Pri";"Nev";0,375;0,765
"9";"Bri";"Him";0,416666686534882;0,726
