"id";"group1";"group2";"DNCI";"CI.DNCI";"S.DNCI"
"Changhsingian";"N-Tethys";"S-Tethys";-0,360104235706565;5,34872263894338;2,67436131947169
"Griesbachian";"N-Panthalassa";"Tethys";-3,83080383380125;2,38692791444637;1,19346395722318
"Dienerian";"N-Panthalassa";"Tethys";1,82373616306652;3,04603436446605;1,52301718223302
"Smithian";"N-Panthalassa";"South";0,755328137267307;1,29839940282728;0,649199701413641
"Spathian";"Equator";"N-Panthalassa";-1,66536379013383;0,461589967341705;0,230794983670852
