"Edge";"Region 1";"Region 2";"Dice index";"Bootstrap support"
"1";"Tra";"Iran";0,238095223903656;0,999
"2";"Pri";"Chin";0,439999997615814;0,954
"3";"Tra";"Chin";0,517241358757019;0,889
"4";"Jpn";"Chin";0,56521737575531;0,809
"5";"Jpn";"SalR";0,600000023841858;0,754
"6";"Pri";"Jpn";0,625;0,639
"7";"Jpn";"Thai";0,636363625526428;0,615
"8";"Tra";"Thai";0,647058844566345;0,603
"9";"SalR";"Gre";0,666666626930237;0,577
