"id";"group1";"group2";"DNCI";"CI.DNCI";"S.DNCI"
"Changhsingian";"1";"2";-1,07610759463209;0,895515273761097;0,447757636880549
"Griesbachian";"Panthalassa";"Tethys";1,02309624056409;2,16385922327412;1,08192961163706
"Dienerian";"Equator";"Tropics";-0,242677192813363;0,800510173897076;0,400255086948538
"Smithian";"N-Panthalassa";"Tethys-Panthalassa";-0,311855339015476;1,41441749310652;0,707208746553259
"Spathian";"North";"South";-0,364038030393563;1,01441111626681;0,507205558133407
